id,name,phone,o,u,k,d,addr,content,x y,url
201803201333033,社團法人中華民國基督教女青年會協會台灣省台南市支會附設臺南市私立女青居家式服務類長期照顧服務機構,06-2007738,老人福利,長期照顧,居家服務單位,永康區,臺南市東區泉南里12鄰林森路一段149號17樓之11,身體照顧服務、家事服務,"[120.23013600000002, 22.987628]",https://www.facebook.com/YWCATAINAN/
120191129110825,永春護理之家,06-2910236,老人福利,長期照顧,老人餐飲服務單位,東區,臺南市南區明興里永春街7號,提供送餐服務,"[120.19147889999999, 22.9646036]",https://www.facebook.com/people/%E6%B0%B8%E6%98%A5%E8%AD%B7%E7%90%86%E4%B9%8B%E5%AE%B6/100008456652987
2019120214560328,臺南市私立裕康美老人長期照顧中心(養護型),06-2571212,老人福利,低收老人公費安置,收容照顧機構,安南區,70955 安南區北汕尾三路536號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.14194090000001, 23.0574976]",
120210226150926,耆樂股份有限公司附設臺南市私立耆樂居家長照機構,0906-078910,老人福利,長期照顧,喘息服務單位,安平區,708臺南市安平區億載里011鄰永華十一街17巷25號3樓之4(3A3室),喘息服務,"[120.1614336, 22.9899959]",
201803201333034,社團法人中華民國基督教女青年會協會台灣省台南市支會附設臺南市私立女青居家式服務類長期照顧服務機構,06-2007738,老人福利,長期照顧,居家服務單位,南區,臺南市東區泉南里12鄰林森路一段149號17樓之11,身體照顧服務、家事服務,"[120.23013600000002, 22.987628]",https://www.facebook.com/YWCATAINAN/
2019120214560329,財團法人臺南市私立麻豆社會福利慈善事業基金會附設臺南市私立麻豆老人養護中心,06-5710979,老人福利,低收老人公費安置,收容照顧機構,麻豆區,72150 臺南市麻豆區中民里謝厝寮101號之35,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.23711000000003, 23.159824]",
2019120214560330,臺南市私立清心園老人長期照顧中心(養護型),06-5700010,老人福利,低收老人公費安置,收容照顧機構,麻豆區,72151 臺南市麻豆區港尾里客子寮1之27號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.204655, 23.212746]",
2019120214560331,臺南市私立泰安老人養護中心,06-6352262,老人福利,低收老人公費安置,收容照顧機構,新營區,73048 臺南市新營區中營里東山三路69之1號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.33055160000004, 23.3140845]",
2019120214560332,臺南市私立美安老人養護中心,06-6324342,老人福利,低收老人公費安置,收容照顧機構,新營區,73048 臺南市新營區中營里東山三路69號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.33055160000004, 23.3140845]",
2019120214560333,臺南市私立萬安老人長期照顧中心(養護型),06-6330899,老人福利,低收老人公費安置,收容照顧機構,新營區,73048 臺南市新營區中營里東山中路57號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.33330169999999, 23.3141953]",
2019120214560334,臺南市私立萬泰老人長期照顧中心(養護型),06-6330899,老人福利,低收老人公費安置,收容照顧機構,新營區,73048 臺南市新營區中營里東山中路55號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.33336220000001, 23.3140555]",
2019120214560335,臺南市私立新營老人長期照顧中心(養護型),06-6581517,老人福利,低收老人公費安置,收容照顧機構,新營區,730臺南市新營區舊廍里2之10號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.28262530000006, 23.289062]",
2019120214560336,臺南市私立太子宮老人養護中心,06-6525528,老人福利,低收老人公費安置,收容照顧機構,新營區,73062 臺南市新營區太南里太子宮316之10號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.2732145, 23.2951411]",
2019120214560337,臺南市私立合信老人長期照顧中心(養護型),06-6572886,老人福利,低收老人公費安置,收容照顧機構,新營區,73066 臺南市新營區新南里明清街14號,為本市低收老人入住機構之需求，減輕家庭照顧及經濟的負擔。,"[120.29805299999998, 23.3089032]",
120200319094449,社團法人台南市南瀛社會福利推展協會,06-6590488,老人福利,長期照顧,失智社區服務據點,新營區,臺南市新營區大同路16-8號,新營區失智照護服務,"[120.31311091052855, 23.310089459483258]",
120191129144546,開元護理之家,06-5858837,老人福利,長期照顧,喘息服務單位,善化區,741臺南市善化區光文里004鄰成功路266巷25號1-4樓,喘息服務,"[120.30810040000006, 23.1306682]",
120191129144859,臺南市私立欣園老人長期照顧中心(養護型),06-6330590,老人福利,長期照顧,喘息服務單位,新營區,730臺南市新營區大宏里011鄰綠川路8號,喘息服務,"[120.32447330000002, 23.3108129]",
120210225172543,花生田股份有限公司附設臺南市私立花生田居家長照機構,06-2992758,老人福利,長期照顧,喘息服務單位,安平區,708臺南市安平區文平里009鄰建平路283號1樓,喘息服務,"[120.1821991, 22.9888227]",
2021030812050439,台南市永康區老人福利協進會,06-2051151,老人福利,學習成長,長青學苑,永康區,臺南市永康區南灣里14鄰大灣二街71巷18弄30號,提供高齡者進修及休閒所開設之短期課程,"[120.2656517, 23.002163]",
201303291411352,下營區公所,06-6892104,社福及社區,區公所,各區區公所,下營區,73502臺南市下營區下營里中山路一段170號,提供各項社會福利服務諮詢及申請,"[120.26415859999997, 23.2356184]",https://web.tainan.gov.tw/Xiaying/
201303291411353,大內區公所,06-5761001,社福及社區,區公所,各區區公所,大內區,74257臺南市大內區大內里1號,提供各項社會福利服務諮詢及申請,"[120.35676790000002, 23.1190099]",https://daneidanei.tainan.gov.tw/
201303291411354,山上區公所,06-5781801,社福及社區,區公所,各區區公所,山上區,74342臺南市山上區南洲里325號,提供各項社會福利服務諮詢及申請,"[120.35266569999999, 23.1036373]",https://shanshang.tainan.gov.tw/
201303291411355,中西區公所,06-2267151,社福及社區,區公所,各區區公所,中西區,70046臺南市中西區開山路1號,提供各項社會福利服務諮詢及申請,"[120.205691, 22.9923091]",https://web.tainan.gov.tw/tnwcdo/
201303291411356,仁德區公所,06-2702447,社福及社區,區公所,各區區公所,仁德區,71756臺南市仁德區中正路3段5號,提供各項社會福利服務諮詢及申請,"[120.25182180000002, 22.9723374]",https://www.rende.gov.tw/
201303291411357,六甲區公所,06-6982001,社福及社區,區公所,各區區公所,六甲區,73443臺南市六甲區中山路202號,提供各項社會福利服務諮詢及申請,"[120.34720070000003, 23.2317772]",https://www.lioujia.gov.tw/
201303291411358,北門區公所,06-7862001,社福及社區,區公所,各區區公所,北門區,72742臺南市北門區北門里舊埕108 號,提供各項社會福利服務諮詢及申請,"[120.12544509999998, 23.267724]",http://www.beimen.gov.tw/
201303291411359,北區區公所,06-2110711,社福及社區,區公所,各區區公所,北區,70443臺南市北區成功路238巷7號,提供各項社會福利服務諮詢及申請,"[120.20293900000001, 22.999663]",https://www.tnnorth.gov.tw/
2013032914113510,左鎮區公所,06-5731611,社福及社區,區公所,各區區公所,左鎮區,71341臺南市左鎮區中正里171-4號,提供各項社會福利服務諮詢及申請,"[120.40870670000004, 23.056778]",https://web.tainan.gov.tw/ZuojhenDistrict/
2013032914113511,永康區公所,06-2010308,社福及社區,區公所,各區區公所,永康區,710050臺南市永康區中山南路655號,提供各項社會福利服務諮詢及申請,"[120.256981, 23.026127]",https://www.yongkangcity.gov.tw/
2013032914113512,玉井區公所,06-5741141,社福及社區,區公所,各區區公所,玉井區,71445臺南市玉井區中正路27號,提供各項社會福利服務諮詢及申請,"[120.46006769999997, 23.1236935]",https://www.yujing.gov.tw/
2013032914113513,白河區公所,06-6855102,社福及社區,區公所,各區區公所,白河區,73211臺南市白河區永安里三民路381號,提供各項社會福利服務諮詢及申請,"[120.41564800000003, 23.351356]",https://baihe.tainan.gov.tw/
2013032914113514,安平區公所,06-2951915,社福及社區,區公所,各區區公所,安平區,70843臺南市安平區育平路316號,提供各項社會福利服務諮詢及申請,"[120.16851500000007, 22.9946611]",https://www.tnanping.gov.tw/
2013032914113515,安定區公所,06-5921116,社福及社區,區公所,各區區公所,安定區,74544臺南市安定區安定里59號 ,提供各項社會福利服務諮詢及申請,"[120.23712160000002, 23.1215935]",https://web.tainan.gov.tw/anding/
2013032914113516,安南區公所,06-2567126,社福及社區,區公所,各區區公所,安南區,70953臺南市安南區安中路二段 308 號,提供各項社會福利服務諮詢及申請,"[120.18471399999999, 23.0472321]",https://www.annan.gov.tw/
2013032914113517,西港區公所,06-7952601,社福及社區,區公所,各區區公所,西港區,72343臺南市西港區文化路1號,提供各項社會福利服務諮詢及申請,"[120.20342700000003, 23.122933]",https://www.sigang.gov.tw/
2013032914113518,佳里區公所,06-7222127,社福及社區,區公所,各區區公所,佳里區,72255臺南市佳里區忠孝路5號,提供各項社會福利服務諮詢及申請,"[120.17704030000004, 23.1652557]",https://jiali722.tainan.gov.tw/
2013032914113519,官田區公所,06-5791118,社福及社區,區公所,各區區公所,官田區,72041臺南市官田區隆田里中山路1段132號,提供各項社會福利服務諮詢及申請,"[120.31533489999993, 23.1932527]",https://guantian132.tainan.gov.tw/
2013032914113520,東山區公所,06-6802100,社福及社區,區公所,各區區公所,東山區,73343臺南市東山區東山里225號,提供各項社會福利服務諮詢及申請,"[120.40451050000001, 23.3261242]",https://dongshan.tainan.gov.tw/
2013032914113521,東區區公所,06-2680622,社福及社區,區公所,各區區公所,東區,701016臺南市東區崇學路100號,提供各項社會福利服務諮詢及申請,"[120.22400399999992, 22.9802421]",https://www.tneast.gov.tw/
2013032914113522,南化區公所,06-5771513,社福及社區,區公所,各區區公所,南化區,71642臺南市南化區南化里230號,提供各項社會福利服務諮詢及申請,"[120.47776199999998, 23.0429831]",https://nanhuadistrict.tainan.gov.tw/
2013032914113523,南區區公所,06-2910126,社福及社區,區公所,各區區公所,南區,70261臺南市南區明興路二號,提供各項社會福利服務諮詢及申請,"[120.18873359999998, 22.9611651]",https://www.tnsouth.gov.tw/Default.aspx
2013032914113524,後壁區公所,06-6872284,社福及社區,區公所,各區區公所,後壁區,731022臺南市後壁區後壁里129號,提供各項社會福利服務諮詢及申請,"[120.36198377609253, 23.36611215461047]",https://web.tainan.gov.tw/houbi/
2013032914113525,柳營區公所,06-6221245,社福及社區,區公所,各區區公所,柳營區,736005臺南市柳營區柳營路2段59號,提供各項社會福利服務諮詢及申請,"[120.31212149999999, 23.2781613]",http://www.liouying.gov.tw/
2013032914113526,將軍區公所,06-7942104,社福及社區,區公所,各區區公所,將軍區,72544臺南市將軍區忠嘉里忠興190 號,提供各項社會福利服務諮詢及申請,"[120.15879100000006, 23.199161]",https://jiangjun.tainan.gov.tw/
2013032914113527,麻豆區公所,06-5721131,社福及社區,區公所,各區區公所,麻豆區,721006臺南市麻豆區東角里忠孝路250號,提供各項社會福利服務諮詢及申請,"[120.25874699999997, 23.185067]",http://www.madou.gov.tw/
2013032914113528,善化區公所,06-5837226,社福及社區,區公所,各區區公所,善化區,74153 臺南市善化區建國路190號,提供各項社會福利服務諮詢及申請,"[120.29674, 23.1323379]",http://www.shanhua.gov.tw/
2013032914113529,新化區公所,06-5905009,社福及社區,區公所,各區區公所,新化區,71243臺南市新化區中山路130號,提供各項社會福利服務諮詢及申請,"[120.31089599999996, 23.0385411]",https://web.tainan.gov.tw/sinhua/
201304181930515,臺南市私立天主教美善社會福利基金會附設光明早期療育中心,06-2365445,兒童少年,醫療服務,發展遲緩兒童早期療育機構,東區,臺南市東區光明街191號,1．學前日托、時段療育服務2．到宅服務3．到園服務4．專業團隊到宅、到園混合輔導5．親職教育6．社會服務、轉介、社區參與,"[120.22873900000002, 22.996469]",http://www.tobiastainan.org/
201304181930516,財團法人台南市私立天主教瑞復益智中心(安平本部),06-3911531,兒童少年,醫療服務,發展遲緩兒童早期療育機構,安平區,臺南市安平區漁光路134號,1．學前日托、時段療育服務2．到宅服務3．到園服務4．專業團隊到宅、到園混合輔導5．親職教育6．社會服務、轉介、社區參與,"[120.157108, 22.979916]",http://www.straphael.org.tw/
201304181946472,臺南市東區區親子悠遊館,06-3319126,兒童少年,安心託付,托育資源中心,東區,臺南市東區裕文路62號(復興國民中學),提供育兒諮詢、辦理社區親子活動、社區親職講座、提供社區遊戲場所、玩具圖書交換中心,"[120.240143, 22.982395]",
201304181946473,臺南市麻豆區親子悠遊館,06-5707063,兒童少年,安心託付,托育資源中心,麻豆區,臺南市麻豆區興農里和平路11號(培文國民小學),提供育兒諮詢、辦理社區親子活動、社區親職講座、提供社區遊戲場所、玩具圖書交換中心,"[120.2436425, 23.1780452]",
201304181946474,臺南市佳里區親子悠遊館,06-7237320,兒童少年,安心託付,托育資源中心,佳里區,臺南市佳里區安北路116號2樓(佳里區老人文康活動中心),提供育兒諮詢、辦理社區親子活動、社區親職講座、提供社區遊戲場所、玩具圖書交換中心,"[120.17712861299515, 23.168489542875296]",
201304181946475,臺南市歸仁區親子悠遊館,06-2300501,兒童少年,安心託付,托育資源中心,歸仁區,臺南市歸仁區仁愛南街288號2樓(看西里老人文康活動中心),提供育兒諮詢、辦理社區親子活動、社區親職講座、提供社區遊戲場所、玩具圖書交換中心,"[120.3002435, 22.9606565]",
2017101111014710,財團法人臺南市私立豐德教養院,06-7956635,身心障礙者,機構式服務,身障福利機構,西港區,臺南市西港區羨林里13鄰太西1－34號,收容身心障礙者(服務全區),"[120.225547, 23.142936]",http://fengder.org/entry-page.html
2017101111014711,臺南市私立施恩教養院,06-2321956,身心障礙者,機構式服務,身障福利機構,永康區,臺南市永康區王行里王行東路100號,收容身心障礙者(服務全區),"[120.2597058, 23.0269661]",http://shyen.ho.net.tw/indexflash.asp
2017101111014712,財團法人臺南市私立菩提林教養院,06-6234472,身心障礙者,機構式服務,身障福利機構,柳營區,臺南市柳營區旭山里山子腳1－8號,收容身心障礙者(服務全區),"[120.3880441, 23.270671]",http://www.putting-lee.org.tw/
2013032914113530,新市區公所,06-5994711,社福及社區,區公所,各區區公所,新市區,74447臺南市新市區中興街12號,提供各項社會福利服務諮詢及申請,"[120.29537679999999, 23.0793366]",http://www.sinshih.gov.tw/
2013032914113531,新營區公所,06-6322015,社福及社區,區公所,各區區公所,新營區,73049臺南市新營區中正路30號,提供各項社會福利服務諮詢及申請,"[120.31654600000002, 23.3100899]",https://xinying.tainan.gov.tw/
2013032914113532,楠西區公所,06-5751615,社福及社區,區公所,各區區公所,楠西區,71542臺南市楠西區楠西里11鄰中正路２３０號,提供各項社會福利服務諮詢及申請,"[120.4863358, 23.1741428]",https://nansi.tainan.gov.tw/
2013032914113533,學甲區公所,06-7832100,社福及社區,區公所,各區區公所,學甲區,72645臺南市學甲區華宗路313號,提供各項社會福利服務諮詢及申請,"[120.18188550000002, 23.2302554]",https://syuejia.tainan.gov.tw/
2013032914113534,龍崎區公所,06-5941049,社福及社區,區公所,各區區公所,龍崎區,71901臺南市龍崎區崎頂里新市子103號,提供各項社會福利服務諮詢及申請,"[120.36496729999999, 22.963232]",https://longci.tainan.gov.tw/
2013032914113535,歸仁區公所,06-2304538,社福及社區,區公所,各區區公所,歸仁區,71102臺南市歸仁區中山路二段二號,提供各項社會福利服務諮詢及申請,"[120.29391850000002, 22.9670943]",https://gueiren.tainan.gov.tw/
2013032914113536,關廟區公所,06-5950002,社福及社區,區公所,各區區公所,關廟區,718006臺南市香洋里中正路998號,提供各項社會福利服務諮詢及申請,"[120.32747319999999, 22.9628414]",https://guanmiao.tainan.gov.tw/
2013032914113537,鹽水區公所,06-6521038,社福及社區,區公所,各區區公所,鹽水區,73747臺南市鹽水區月港里中山路47號,提供各項社會福利服務諮詢及申請,"[120.26609740000004, 23.3200271]",https://web.tainan.gov.tw/ysdo/
201304181946476,臺南市南瀛親子館暨新營區親子悠遊館,06-6322725,兒童少年,安心託付,托育資源中心,新營區,臺南市新營區中正路32號(原臺南縣新營代表會),提供育兒諮詢、辦理社區親子活動、社區親職講座、提供社區遊戲場所、玩具圖書交換中心,"[120.3166092, 23.3107005]",
201706231749531,臺南市松柏育樂中心,06-5115284,老人福利,休閒娛樂,老人文康中心,南區,臺南市南區南門路263號,提供老人文教、康樂、聯誼、進修、活動及辦理福利服務之場所,"[120.20451500000001, 22.9794047]",
120171201133308,國立成功大學醫學院附設醫院,2353535＃2755 ,老人福利,長期照顧,老人餐飲服務單位,東區,台南市北區勝利路138號,提供送餐服務,"[120.21898669999996, 23.0021803]",http://www.hosp.ncku.edu.tw/nckm/index.aspx
120171201133429,衛生福利部臺南醫院,06-2200055#2614,老人福利,長期照顧,老人餐飲服務單位,東區,臺南市中西區赤崁里中山路125號,提供送餐服務,"[120.20939299999998, 22.995798]",https://www.tnhosp.mohw.gov.tw/
201803201333035,財團法人私立永觀社會福利慈善事業基金會,06-2236964,老人福利,長期照顧,居家服務單位,南區,臺南市中西區南美里19鄰府前路一段272巷14號1樓至3樓,身體照顧服務、家事服務,"[120.19993079999995, 22.9901693]",http://www.sw1000113.bexweb.tw/?Guid=5123f1bf-49e8-340d-8112-ab2f87ce58be
202003201526562,臺南市新營區太子爺廟香客大樓,06-6524038,災害救助,避難收容,預設避難收容處所,新營區,太子宮45-2號、45-9號,可收容室內人數110人、可收容室外人數40人,"[120.27318, 23.295388]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526563,臺南市新營區南新國民中學,06-6563129#15,災害救助,避難收容,預設避難收容處所,新營區,民治路65號,可收容室內人數850人、可收容室外人數750人,"[120.309239, 23.309274]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526564,臺南市新營區太子國民中學,06-6524762,災害救助,避難收容,預設避難收容處所,新營區,太北140之21號,可收容室內人數100人、可收容室外人數300人,"[120.271273, 23.291795]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526565,臺南市新營區新泰國民小學,06-6330496#804,災害救助,避難收容,預設避難收容處所,新營區,東學路77號,可收容室內人數100人、可收容室外人數200人,"[120.32562, 23.316346]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526566,臺南市新營區新興國民小學,06-6523779#13,災害救助,避難收容,預設避難收容處所,新營區,太南316號,可收容室內人數100人、可收容室外人數200人,"[120.275864, 23.287544]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526567,臺南市新營區新營國民小學,06-6320374,災害救助,避難收容,預設避難收容處所,新營區,中正路4號,可收容室內人數850人、可收容室外人數570人,"[120.316263, 23.307112]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526568,臺南市新營區南梓國民小學,06-6562904,災害救助,避難收容,預設避難收容處所,新營區,建業路191號,可收容室內人數0人、可收容室外人數300人,"[120.298678, 23.298689]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
202003201526569,臺南市新營區公誠國民小學,06-6323071#804,災害救助,避難收容,預設避難收容處所,新營區,公誠街5號,可收容室內人數350人、可收容室外人數300人,"[120.318509, 23.305096]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
20171017163130180,臺南市東山區東原社區發展協會,0928-172858,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區東原里23鄰8號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.44647499999996, 23.265555]",http://sixstar.moc.gov.tw/blog/tncdu238
20171017163130181,臺南市東山區南勢社區發展協會,0958-823878,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區南勢里66-4號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.46625130000007, 23.256537]",http://sixstar.moc.gov.tw/blog/n6863382
120191202104059,慈恩管理顧問有限公司附設臺南市私立慈恩居家長照機構,06-2356760,老人福利,長期照顧,喘息服務單位,東區,701臺南市東區東門里006鄰東門路一段135巷1號1樓,喘息服務,"[120.21153989999993, 23.0129952]",
120191202104209,順維管理顧問有限公司附設臺南市私立順維居家長照機構,06-2088465,老人福利,長期照顧,喘息服務單位,東區,701臺南市東區泉南里023鄰光華街229巷26號1樓,喘息服務,"[120.25768419999997, 23.0052123]",
120191202104430,社團法人台灣立享長照服務教育發展協會附設臺南市私立立享居家長照機構,06-3026362,老人福利,長期照顧,喘息服務單位,永康區,710臺南市永康區大橋里002鄰大橋三街98號1樓,喘息服務,"[120.2265893, 23.0196189]",
120191202104530,恩瑩企業社附設臺南市私立恩瑩居家長照機構,06-5853970,老人福利,長期照顧,喘息服務單位,善化區,741臺南市善化區小新里015鄰小新營331號1樓,喘息服務,"[120.2265893, 23.0196189]",
2020032015265610,臺南市新營區新生國民小學,06-6552524#12,災害救助,避難收容,預設避難收容處所,新營區,姑爺52號,可收容室內人數250人、可收容室外人數300人,"[120.258224, 23.275868]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
2020032015265611,臺南市新營區新民國民小學,06-6562152#204,災害救助,避難收容,預設避難收容處所,新營區,公園路一段136號,可收容室內人數100人、可收容室外人數400人,"[120.306192, 23.307027]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
2020032015265612,臺南市新營區土庫國民小學,06-6362323#112,災害救助,避難收容,預設避難收容處所,新營區,土庫71之1號,可收容室內人數0人、可收容室外人數300人,"[120.345279, 23.319743]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
2020032015265613,臺南市新營區新橋國民小學,06-6581343#12,災害救助,避難收容,預設避難收容處所,新營區,鐵線里1號,可收容室內人數0人、可收容室外人數400人,"[120.277498, 23.270255]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
2020032015265614,臺南市新營區新進國民小學,06-6322378#103,災害救助,避難收容,預設避難收容處所,新營區,中正路41號,可收容室內人數500人、可收容室外人數350人,"[120.316394, 23.315223]",https://xinying.tainan.gov.tw/cl.aspx?n=8258
2020032015265615,臺南市鹽水區公所,06-6521038#117,災害救助,避難收容,預設避難收容處所,鹽水區,中山路47號,可收容室內人數180人、可收容室外人數0人,"[120.266129, 23.319996]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
20171017163130182,社團法人臺南市東山區高原社區發展協會,06-6862710 ,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區高原里2鄰高原14-2號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.49624169999993, 23.28544]",http://sixstar.moc.gov.tw/blog/B0019
120191202104730,財團法人高雄市華仁社會福利慈善事業基金會附設臺南市私立華仁玉井社區長照機構,06-5749492,老人福利,長期照顧,喘息服務單位,玉井區,714臺南市玉井區玉井里002鄰樹糖街28巷9號1樓,喘息服務,"[120.45975150000004, 23.1254831]",
120191202104850,財團法人台南市私立林澄輝社會福利慈善事業基金會附設臺南市私立林珠社區式服務類長期照顧服務機構,06-3588670,老人福利,長期照顧,喘息服務單位,中西區,700臺南市中西區西和里013鄰和真街41號,喘息服務,"[120.18980340000007, 23.0001862]",
120191202105227,財團法人高雄市華仁社會福利慈善事業基金會附設臺南市私立將軍社區長照機構,06-7940736,老人福利,長期照顧,喘息服務單位,將軍區,725臺南市將軍區西甲里007鄰西華130-15號1樓,喘息服務,"[120.1546002, 23.1982988]",
2020032015265616,臺南市鹽水區鹽水國中,06-6521146#66,災害救助,避難收容,預設避難收容處所,鹽水區,三福路63號,可收容室內人數130人、可收容室外人數400人,"[120.2631, 23.321565]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265617,臺南市鹽水區鹽水國小,06-6521046#283,災害救助,避難收容,預設避難收容處所,鹽水區,朝琴路137號,可收容室內人數100人、可收容室外人數290人,"[120.271101, 23.322986]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265618,臺南市鹽水區月津國小,06-6521113#104,災害救助,避難收容,預設避難收容處所,鹽水區,月津路16號,可收容室內人數120人、可收容室外人數650人,"[120.265777, 23.316089]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265619,臺南市鹽水區岸內國小,06-6524651#13,災害救助,避難收容,預設避難收容處所,鹽水區,新岸內96號,可收容室內人數50人、可收容室外人數150人,"[120.260902, 23.329767]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265620,臺南市鹽水區竹埔國小,06-6551001#13,災害救助,避難收容,預設避難收容處所,鹽水區,竹埔92-1號,可收容室內人數60人、可收容室外人數280人,"[120.246102, 23.26713]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265621,臺南市鹽水區坔頭港國小,06-6892014#22,災害救助,避難收容,預設避難收容處所,鹽水區,南港202號,可收容室內人數70人、可收容室外人數250人,"[120.249968, 23.254817]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265622,臺南市鹽水區歡雅國小,06-6552558#201,災害救助,避難收容,預設避難收容處所,鹽水區,歡雅31號,可收容室內人數100人、可收容室外人數200人,"[120.243335, 23.292537]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
2020032015265623,臺南市鹽水區老人文康中心,06-6521038#116,災害救助,避難收容,預設避難收容處所,鹽水區,治水路254-1號,可收容室內人數170人、可收容室外人數0人,"[120.263438, 23.318244]",https://web.tainan.gov.tw/ysdo/cl.aspx?n=8390
20171017163130183,臺南市東山區聖賢社區發展協會,0932-835447 ,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區聖賢里田尾27-2號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.362123, 23.306869]",
20171017163130184,臺南市東山區嶺南社區發展協會,0910-324551,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區嶺南里4鄰牛稠子30-3號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.39408309999999, 23.2831142]",http://sixstar.moc.gov.tw/blog/chmao41
20171017163130185,臺南市東山區青山社區發展協會,06-6863433 ,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區青山里2鄰31-1號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.61340330000007, 24.1166888]",
20171017163130186,臺南市東山區李子園社區產業協會,06-6863327,老人福利,社團及據點,社區照顧關懷據點,東山區,臺南市東山區高原里93-2號,關懷訪視、電話問安、健康促進、共餐服務、預防延緩失能,"[120.50576509999996, 23.2873877]",http://sixstar.moc.gov.tw/blog/tongshan99
20171017163130187,臺南市東區大智社區發展協會,06-2695890,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區德東街90號,關懷訪視、電話問安、健康促進,"[120.230231, 22.961589]",http://sixstar.moc.gov.tw/blog/r73061572
20171017163130190,社團法人台南市家庭關懷協會,06-2089838,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區東寧路120巷10-2號,關懷訪視、電話問安、健康促進,"[120.21655099999998, 22.9926481]",http://tnforever97.blogspot.tw/
20171017163130192,臺南市東區富強社區發展協會,06-2383675,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區裕農路446巷88號,關懷訪視、電話問安、健康促進,"[120.23181260000001, 22.9858829]",http://sixstar.moc.gov.tw/blog/foch2006
20171017163130194,臺南市東區德光里辦公處,06-2680280,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區崇德路111號,關懷訪視、電話問安、健康促進,"[120.21937, 22.97975]",
120171023144128,臺南市東區復興社區發展協會,06-2891377,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區自由路268號,關懷訪視、電話問安、健康促進,"[120.2374529, 22.9755985]",
120171023144252,臺南市東區虎尾社區發展協會,0989-288455,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區富農街一段188巷10弄7號,關懷訪視、電話問安、健康促進,"[120.2329628, 22.9821749]",
120171023144346,臺南市東區裕聖社區發展協會,06-3313958,老人福利,社團及據點,社區照顧關懷據點,東區,台南市東區莊敬路350號,關懷訪視、電話問安、健康促進,"[120.23325939999995, 22.9982539]",
2017110617412412,社團法人臺南市弘福社區關懷照顧服務協會附設臺南市私立弘福居家式服務類長期照顧服務機構,06-2058167,老人福利,長期照顧,居家服務單位,學甲區,臺南市永康區國光六街2號1樓,身體照顧服務、家事服務,"[120.2586546, 23.0078239]",http://www.ihomefu.com.tw/product.php?lid=2011％2F12％2F24＿3E30VTFUW
